merge_timestamp,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll
2026-01-08 10:24:05,2026-01-08 10:24:05,00.05,088,-00.04,-00.00,00.02,23.07,39.07,1009.81,-179.1,179.3,298
2026-01-08 10:24:06,2026-01-08 10:24:06,00.06,086,-00.05,-00.00,00.03,23.09,39.08,1009.81,-179.1,179.4,298
2026-01-08 10:24:07,2026-01-08 10:24:07,00.07,085,-00.05,-00.00,00.04,23.10,39.07,1009.79,-179.1,179.3,301
2026-01-08 10:24:08,2026-01-08 10:24:08,00.08,088,-00.07,-00.00,00.05,23.12,39.11,1009.80,-179.1,179.3,300
2026-01-08 10:24:09,2026-01-08 10:24:09,00.06,077,-00.05,-00.01,00.03,23.12,39.05,1009.78,-179.1,179.3,300
2026-01-08 10:24:10,2026-01-08 10:24:10,00.07,098,-00.06,00.01,00.03,23.13,39.09,1009.83,-179.1,179.3,302
2026-01-08 10:24:11,2026-01-08 10:24:11,00.07,083,-00.06,-00.01,00.03,23.15,39.09,1009.77,-179.1,179.3,298
2026-01-08 10:24:12,2026-01-08 10:24:12,00.06,085,-00.05,-00.00,00.03,23.14,39.09,1009.80,-179.1,179.3,303
2026-01-08 10:24:13,2026-01-08 10:24:13,00.07,089,-00.07,-00.00,00.03,23.15,39.08,1009.79,-179.1,179.3,300
2026-01-08 10:24:14,2026-01-08 10:24:14,00.07,079,-00.05,-00.01,00.04,23.13,39.07,1009.80,-179.1,179.3,303
2026-01-08 10:24:15,,,,,,,,,,,,
2026-01-08 10:24:16,,,,,,,,,,,,
2026-01-08 10:24:17,,,,,,,,,,,,
2026-01-08 10:24:18,,,,,,,,,,,,
2026-01-08 10:24:19,,,,,,,,,,,,
2026-01-08 10:24:20,,,,,,,,,,,,
2026-01-08 10:24:21,,,,,,,,,,,,
2026-01-08 10:24:22,,,,,,,,,,,,
2026-01-08 10:24:23,,,,,,,,,,,,
2026-01-08 10:24:24,,,,,,,,,,,,
2026-01-08 10:24:25,,,,,,,,,,,,
