merge_timestamp,imet_Timestamp,imet_pressure,imet_temp,imet_rel_hum,imet_hum_temp,imet_date,imet_time,imet_longitude,imet_latitude,imet_altitude,imet_sat,pom_Timestamp,pom_Ozone_ppb,pom_Cell_Temperature_K,pom_Cell_Pressure_torr,pom_Photodiode_Voltage_V,pom_Power_Supply_V,pom_Latitude,pom_Longitude,pom_Altitude_m,pom_GPS_Quality,pom_Date,pom_Time,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll,spectro_Timestamp,spectro_peak_wavelength,spectro_max_intensity,spectro_mean_intensity,spectro_std_intensity,spectro_total_points,spectro_status,partector2pro_Timestamp,partector2pro_time_since_start_s,partector2pro_charger_diffusion_current_nA,partector2pro_charger_high_voltage_V,partector2pro_electrometer1_mV,partector2pro_electrometer2_mV,partector2pro_electrometer1_amplitude_mV,partector2pro_electrometer2_amplitude_mV,partector2pro_temperature_C,partector2pro_relative_humidity_percent,partector2pro_status,partector2pro_precipitator_voltage_V,partector2pro_battery_voltage_V,partector2pro_flow_lpm,partector2pro_LDSA_um2_cm3,partector2pro_diameter_nm,partector2pro_number_1_cm3,partector2pro_orifice_pressure_Pa,partector2pro_absolute_pressure_mbar
2026-01-14 13:32:28,2026-01-14 13:32:27,1012.78,+2092,4.05,+2196,2015/10/18,00:46:15,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:28,00.08,075,-00.07,-00.02,00.03,22.85,38.44,1012.00,-179.4,179.8,304,2026-01-14 13:32:28,627.2004,1917.00,1481.02,20.74,2048,success,2026-01-14 13:32:27,2554.0,1.99,3385.0,0.75,0.06,0.997,0.57,23.0,42.0,0.0,359.0,4.19,0.5,6.3,45.9,1893.0,4701.0,1013.0
2026-01-14 13:32:29,2026-01-14 13:32:28,1012.8,+2090,4.05,+2197,2015/10/18,00:46:16,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:29,00.09,081,-00.08,-00.01,00.04,22.80,38.40,1012.01,-179.5,179.8,303,2026-01-14 13:32:29,627.2004,1946.00,1480.25,21.11,2048,success,2026-01-14 13:32:28,2555.0,0.0,302.0,0.87,0.37,0.963,0.513,23.0,42.0,0.0,359.0,4.2,0.5,6.1,45.9,1893.0,4707.0,1013.0
2026-01-14 13:32:30,2026-01-14 13:32:29,1012.81,+2092,4.05,+2197,2015/10/18,00:46:17,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:30,00.10,085,-00.09,-00.01,00.03,22.78,38.38,1011.98,-179.5,179.8,307,2026-01-14 13:32:30,627.2004,1942.00,1480.04,21.44,2048,success,2026-01-14 13:32:29,2556.0,1.99,3389.0,0.81,0.06,0.902,0.511,23.0,42.0,0.0,359.0,4.2,0.5,5.7,45.9,1893.0,4704.0,1013.0
2026-01-14 13:32:31,2026-01-14 13:32:30,1012.8,+2095,4.05,+2196,2015/10/18,00:46:18,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:31,00.10,096,-00.09,00.01,00.03,22.73,38.41,1011.99,-179.4,179.8,306,2026-01-14 13:32:31,627.2004,1950.00,1480.42,21.37,2048,success,2026-01-14 13:32:30,2557.0,0.0,302.0,0.93,-0.06,0.838,0.384,23.0,42.0,0.0,720.0,4.18,0.5,5.3,42.2,1960.0,4709.0,1013.0
2026-01-14 13:32:32,2026-01-14 13:32:31,1012.8,+2093,4.05,+2196,2015/10/18,00:46:19,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:32,00.08,092,-00.07,00.00,00.01,22.60,38.41,1012.01,-179.4,179.8,308,2026-01-14 13:32:32,627.2004,1952.00,1480.54,21.31,2048,success,2026-01-14 13:32:31,2558.0,1.99,3387.0,1.12,0.37,0.8,0.314,23.0,42.0,0.0,720.0,4.2,0.5,5.1,42.2,1960.0,4707.0,1013.0
2026-01-14 13:32:33,2026-01-14 13:32:32,1012.78,+2093,4.05,+2197,2015/10/18,00:46:20,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:33,00.11,079,-00.09,-00.02,00.04,22.79,38.43,1012.00,-179.5,179.8,305,2026-01-14 13:32:33,627.2004,1934.00,1480.47,21.14,2048,success,2026-01-14 13:32:32,2559.0,0.0,304.0,0.81,0.25,0.863,0.248,23.0,42.0,0.0,722.0,4.2,0.5,5.5,42.2,1960.0,4708.0,1013.0
2026-01-14 13:32:34,2026-01-14 13:32:33,1012.81,+2098,4.05,+2196,2015/10/18,00:46:21,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:34,00.07,091,-00.06,00.00,00.03,22.63,38.43,1011.98,-179.4,179.8,309,2026-01-14 13:32:34,627.2004,1939.00,1480.42,21.08,2048,success,2026-01-14 13:32:33,2560.0,1.99,3387.0,1.18,0.12,0.932,0.224,23.0,42.0,0.0,720.0,4.2,0.5,5.9,42.2,1960.0,4701.0,1013.0
2026-01-14 13:32:35,2026-01-14 13:32:34,1012.82,+2093,4.05,+2196,2015/10/18,00:46:22,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:35,00.10,109,-00.09,00.03,00.03,22.51,38.39,1012.04,-179.5,179.8,306,2026-01-14 13:32:35,627.2004,1919.00,1480.98,20.85,2048,success,2026-01-14 13:32:34,2561.0,0.0,302.0,0.44,0.25,0.949,0.222,23.0,42.0,0.0,722.0,4.2,0.5,6.0,42.2,1960.0,4711.0,1013.0
2026-01-14 13:32:36,2026-01-14 13:32:35,1012.77,+2094,4.05,+2196,2015/10/18,00:46:23,+0000000000,+0000000000,-00017000,00,2026-01-14 13:32:36,8.8,308.4,745.3,1.5063,12.2,0000.00000,00000.00000,0.0,0,14/01/26,13:39:13,2026-01-14 13:32:36,00.08,091,-00.08,00.00,00.02,22.46,38.41,1012.00,-179.5,179.8,304,2026-01-14 13:32:36,627.2004,1930.00,1480.34,20.79,2048,success,2026-01-14 13:32:35,2562.0,2.0,3388.0,1.31,0.06,0.996,0.257,23.0,42.0,0.0,720.0,4.2,0.5,6.3,42.2,1960.0,4704.0,1013.0
2026-01-14 13:32:37,2026-01-14 13:32:36,1012.87,+2092,4.05,+2197,2015/10/18,00:46:24,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:37,00.08,088,-00.07,-00.00,00.03,22.47,38.39,1011.99,-179.5,179.8,308,2026-01-14 13:32:37,627.2004,1946.00,1479.90,21.11,2048,success,2026-01-14 13:32:36,2563.0,0.0,302.0,1.06,0.56,1.005,0.189,23.0,42.0,0.0,1200.0,4.2,0.5,6.4,45.3,2232.0,4704.0,1013.0
2026-01-14 13:32:38,2026-01-14 13:32:37,1012.74,+2093,4.05,+2196,2015/10/18,00:46:25,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:38,00.07,091,-00.07,00.00,00.01,22.50,38.38,1011.99,-179.5,179.7,305,2026-01-14 13:32:38,627.2004,1940.00,1480.20,21.17,2048,success,2026-01-14 13:32:37,2564.0,1.99,3388.0,1.0,0.44,0.996,0.119,23.0,42.0,0.0,1200.0,4.19,0.5,6.3,45.3,2232.0,4708.0,1013.0
2026-01-14 13:32:39,2026-01-14 13:32:38,1012.78,+2093,4.05,+2196,2015/10/18,00:46:26,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:39,00.08,101,-00.07,00.01,00.03,22.37,38.44,1011.99,-179.5,179.8,302,2026-01-14 13:32:39,627.2004,1920.00,1479.90,21.09,2048,success,2026-01-14 13:32:38,2565.0,0.0,304.0,0.81,0.31,0.985,0.097,23.0,42.0,0.0,1198.0,4.2,0.5,6.3,45.3,2232.0,4704.0,1013.0
2026-01-14 13:32:40,2026-01-14 13:32:39,1012.8,+2097,4.05,+2197,2015/10/18,00:46:27,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:40,00.07,099,-00.06,00.01,00.02,22.33,38.39,1012.00,-179.4,179.8,306,2026-01-14 13:32:40,627.2004,1957.00,1479.52,21.19,2048,success,2026-01-14 13:32:39,2566.0,1.99,3388.0,1.18,0.44,0.966,0.046,23.0,42.0,0.0,1199.0,4.2,0.5,6.1,45.3,2232.0,4702.0,1013.0
2026-01-14 13:32:41,2026-01-14 13:32:40,1012.71,+2090,4.05,+2197,2015/10/18,00:46:28,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:41,00.06,114,-00.05,00.02,00.02,22.42,38.38,1012.00,-179.5,179.8,308,2026-01-14 13:32:41,627.2004,1935.00,1479.68,21.13,2048,success,2026-01-14 13:32:40,2567.0,0.0,301.0,0.62,0.44,0.97,0.091,23.0,42.0,0.0,1200.0,4.2,0.5,6.2,45.3,2232.0,4698.0,1013.0
2026-01-14 13:32:42,2026-01-14 13:32:41,1012.75,+2095,4.05,+2197,2015/10/18,00:46:29,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:42,00.06,108,-00.05,00.02,00.04,22.48,38.40,1012.02,-179.5,179.8,304,2026-01-14 13:32:42,627.2004,1934.00,1480.16,21.03,2048,success,2026-01-14 13:32:41,2568.0,2.0,3391.0,1.18,0.5,0.978,0.091,23.0,42.0,0.0,1199.0,4.2,0.5,6.2,45.3,2232.0,4705.0,1013.0
2026-01-14 13:32:43,2026-01-14 13:32:42,1012.85,+2095,4.05,+2196,2015/10/18,00:46:30,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:43,00.05,136,-00.03,00.03,00.03,22.55,38.43,1011.96,-179.4,179.8,308,2026-01-14 13:32:43,627.2004,1927.00,1480.08,20.94,2048,success,2026-01-14 13:32:42,2569.0,0.0,302.0,0.62,1.12,1.007,0.229,23.0,42.0,0.0,87.0,4.2,0.5,6.4,45.4,2272.0,4707.0,1013.0
2026-01-14 13:32:44,2026-01-14 13:32:43,1012.8,+2093,4.04,+2196,2015/10/18,00:46:31,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:44,00.07,113,-00.05,00.02,00.03,22.52,38.39,1011.95,-179.5,179.8,306,2026-01-14 13:32:44,627.2004,1957.00,1480.04,21.23,2048,success,2026-01-14 13:32:43,2570.0,1.99,3388.0,1.0,0.06,1.001,0.351,23.0,42.0,0.0,99.0,4.2,0.5,6.4,45.4,2272.0,4698.0,1013.0
2026-01-14 13:32:45,2026-01-14 13:32:44,1012.69,+2097,4.04,+2196,2015/10/18,00:46:32,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:45,00.08,098,-00.07,00.01,00.03,22.47,38.43,1011.99,-179.5,179.8,305,2026-01-14 13:32:45,627.2004,1932.00,1479.90,21.19,2048,success,2026-01-14 13:32:44,2571.0,0.0,302.0,0.93,0.44,0.944,0.498,23.0,42.0,0.0,99.0,4.19,0.499,6.0,45.4,2272.0,4655.0,1013.0
2026-01-14 13:32:46,2026-01-14 13:32:45,1012.77,+2096,4.05,+2197,2015/10/18,00:46:33,+0000000000,+0000000000,-00017000,00,2026-01-14 13:32:46,10.5,308.4,744.0,1.5063,12.2,0000.00000,00000.00000,0.0,0,14/01/26,13:39:23,2026-01-14 13:32:46,00.07,125,-00.05,00.04,00.01,22.37,38.38,1012.00,-179.5,179.7,307,2026-01-14 13:32:46,627.2004,1944.00,1479.51,21.01,2048,success,2026-01-14 13:32:45,2572.0,1.99,3391.0,1.25,-0.19,0.876,0.617,23.0,42.0,0.0,99.0,4.2,0.5,5.6,45.4,2272.0,4701.0,1013.0
2026-01-14 13:32:47,2026-01-14 13:32:46,1012.76,+2097,4.04,+2196,2015/10/18,00:46:34,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:47,00.07,082,-00.06,-00.01,00.03,22.36,38.40,1011.99,-179.5,179.8,305,2026-01-14 13:32:47,627.2004,1939.00,1479.64,21.03,2048,success,2026-01-14 13:32:46,2573.0,0.0,305.0,0.69,0.31,0.878,0.651,23.0,42.0,0.0,99.0,4.2,0.5,5.6,45.4,2272.0,4704.0,1013.0
2026-01-14 13:32:48,2026-01-14 13:32:47,1012.84,+2098,4.04,+2197,2015/10/18,00:46:35,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:48,00.07,092,-00.06,00.00,00.03,22.54,38.38,1011.97,-179.5,179.8,309,2026-01-14 13:32:48,627.2004,1936.00,1479.69,21.11,2048,success,2026-01-14 13:32:47,2574.0,1.99,3388.0,1.25,-0.06,0.872,0.694,23.0,42.0,0.0,99.0,4.2,0.5,5.5,45.4,2272.0,4705.0,1013.0
2026-01-14 13:32:49,2026-01-14 13:32:48,1012.81,+2101,4.04,+2196,2015/10/18,00:46:36,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:49,00.09,087,-00.08,-00.01,00.04,22.54,38.38,1011.97,-179.5,179.7,308,2026-01-14 13:32:49,627.2004,1915.00,1479.78,20.51,2048,success,2026-01-14 13:32:48,2575.0,0.0,297.0,0.69,0.56,0.892,0.644,23.0,42.0,0.0,358.0,4.19,0.5,5.7,37.3,2277.0,4707.0,1013.0
2026-01-14 13:32:50,2026-01-14 13:32:49,1012.84,+2100,4.04,+2197,2015/10/18,00:46:37,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:50,00.09,094,-00.08,00.01,00.03,22.62,38.41,1011.96,-179.5,179.7,307,2026-01-14 13:32:50,627.2004,1929.00,1479.58,21.07,2048,success,2026-01-14 13:32:49,2576.0,1.99,3387.0,1.0,0.44,0.935,0.611,23.0,42.0,0.0,359.0,4.2,0.5,5.9,37.3,2277.0,4709.0,1013.0
2026-01-14 13:32:51,2026-01-14 13:32:50,1012.83,+2099,4.04,+2196,2015/10/18,00:46:38,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:51,00.10,073,-00.09,-00.03,00.04,22.59,38.41,1011.98,-179.5,179.8,304,2026-01-14 13:32:51,627.2004,1940.00,1480.28,21.08,2048,success,2026-01-14 13:32:50,2577.0,0.0,304.0,0.62,0.19,0.93,0.538,23.0,42.0,0.0,359.0,4.2,0.5,5.9,37.3,2277.0,4708.0,1013.0
2026-01-14 13:32:52,2026-01-14 13:32:51,1012.8,+2099,4.04,+2197,2015/10/18,00:46:39,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:52,00.09,088,-00.08,-00.00,00.03,22.64,38.38,1011.98,-179.5,179.8,309,2026-01-14 13:32:52,627.2004,1963.00,1479.32,21.41,2048,success,2026-01-14 13:32:51,2578.0,1.98,3387.0,1.12,-0.19,0.949,0.479,23.0,42.0,0.0,358.0,4.2,0.5,6.0,37.3,2277.0,4700.0,1013.0
2026-01-14 13:32:53,2026-01-14 13:32:52,1012.8,+2096,4.04,+2197,2015/10/18,00:46:40,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:53,00.07,087,-00.07,-00.00,00.01,22.63,38.41,1011.97,-179.5,179.7,305,2026-01-14 13:32:53,627.2004,1940.00,1479.29,20.89,2048,success,2026-01-14 13:32:52,2579.0,0.0,304.0,1.06,0.62,0.965,0.506,23.0,42.0,0.0,359.0,4.2,0.5,6.1,37.3,2277.0,4699.0,1013.0
2026-01-14 13:32:54,2026-01-14 13:32:53,1012.79,+2097,4.04,+2197,2015/10/18,00:46:41,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:54,00.05,091,-00.05,00.00,00.00,22.59,38.43,1012.00,-179.5,179.7,306,2026-01-14 13:32:54,627.2004,1928.00,1479.24,20.67,2048,success,2026-01-14 13:32:53,2580.0,2.0,3385.0,0.87,0.12,0.968,0.514,23.0,42.0,0.0,359.0,4.19,0.5,6.1,37.3,2277.0,4704.0,1013.0
2026-01-14 13:32:55,2026-01-14 13:32:54,1012.8,+2097,4.04,+2197,2015/10/18,00:46:42,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:55,00.06,096,-00.05,00.01,00.02,22.50,38.41,1011.99,-179.5,179.8,308,2026-01-14 13:32:55,627.2004,1945.00,1478.88,21.32,2048,success,2026-01-14 13:32:54,2581.0,0.0,301.0,0.87,0.25,0.926,0.483,23.0,42.0,0.0,720.0,4.2,0.5,5.9,34.3,2490.0,4705.0,1013.0
2026-01-14 13:32:56,2026-01-14 13:32:55,1012.82,+2098,4.04,+2197,2015/10/18,00:46:43,+0000000000,+0000000000,-00017000,00,2026-01-14 13:32:56,11.6,308.4,745.0,1.5064,12.2,0000.00000,00000.00000,0.0,0,14/01/26,13:39:33,2026-01-14 13:32:56,00.07,105,-00.07,00.02,00.02,22.43,38.39,1012.00,-179.5,179.8,307,2026-01-14 13:32:56,627.2004,1925.00,1479.60,20.86,2048,success,2026-01-14 13:32:56,2583.0,0.0,297.0,0.44,0.19,0.914,0.387,23.0,42.0,0.0,719.0,4.2,0.5,5.8,34.3,2490.0,4700.0,1013.0
2026-01-14 13:32:57,2026-01-14 13:32:56,1012.81,+2098,4.04,+2197,2015/10/18,00:46:44,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:57,00.08,112,-00.07,00.03,00.02,22.37,38.41,1011.97,-179.5,179.8,305,2026-01-14 13:32:57,627.2004,1923.00,1479.72,21.06,2048,success,2026-01-14 13:32:57,2584.0,2.01,3388.0,1.0,0.31,0.891,0.293,23.0,42.0,0.0,720.0,4.2,0.5,5.7,34.3,2490.0,4703.0,1013.0
2026-01-14 13:32:58,2026-01-14 13:32:57,1012.78,+2094,4.05,+2197,2015/10/18,00:46:45,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:58,00.07,114,-00.06,00.03,00.01,22.40,38.45,1011.98,-179.5,179.8,304,2026-01-14 13:32:58,627.2004,1922.00,1479.58,21.24,2048,success,2026-01-14 13:32:58,2585.0,0.0,302.0,0.56,0.56,0.884,0.293,23.0,42.0,0.0,718.0,4.18,0.5,5.6,34.3,2490.0,4707.0,1013.0
2026-01-14 13:32:59,2026-01-14 13:32:58,1012.8,+2090,4.04,+2197,2015/10/18,00:46:46,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:32:59,00.07,128,-00.05,00.04,00.02,22.42,38.41,1012.00,-179.5,179.8,301,2026-01-14 13:32:59,627.2004,1948.00,1478.90,21.07,2048,success,2026-01-14 13:32:59,2586.0,2.0,3385.0,1.0,0.5,0.908,0.308,23.0,42.0,0.0,721.0,4.2,0.5,5.8,34.3,2490.0,4699.0,1013.0
2026-01-14 13:33:00,2026-01-14 13:32:59,1012.8,+2093,4.04,+2197,2015/10/18,00:46:47,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:33:00,00.08,099,-00.07,00.01,00.03,22.58,38.44,1011.99,-179.5,179.8,304,2026-01-14 13:33:00,627.2004,1955.00,1479.27,21.16,2048,success,2026-01-14 13:33:00,2587.0,0.0,304.0,0.44,-0.19,0.891,0.188,23.0,42.0,0.0,1200.0,4.2,0.5,5.7,31.5,2448.0,4709.0,1013.0
2026-01-14 13:33:01,2026-01-14 13:33:00,1012.8,+2090,4.04,+2197,2015/10/18,00:46:48,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:33:01,00.08,110,-00.07,00.03,00.02,22.65,38.41,1012.00,-179.5,179.8,303,2026-01-14 13:33:01,627.2004,1968.00,1479.19,21.16,2048,success,2026-01-14 13:33:01,2588.0,2.01,3387.0,0.87,0.5,0.901,0.158,23.0,42.0,0.0,1200.0,4.2,0.5,5.7,31.5,2448.0,4708.0,1013.0
2026-01-14 13:33:02,2026-01-14 13:33:01,1012.78,+2094,4.04,+2197,2015/10/18,00:46:49,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:33:02,00.07,085,-00.07,-00.01,00.02,22.65,38.44,1012.01,-179.5,179.8,309,2026-01-14 13:33:02,627.2004,1925.00,1479.05,21.01,2048,success,2026-01-14 13:33:02,2589.0,0.0,301.0,0.87,0.62,0.929,0.067,23.0,42.0,0.0,1200.0,4.2,0.5,5.9,31.5,2448.0,4704.0,1013.0
2026-01-14 13:33:03,2026-01-14 13:33:02,1012.77,+2096,4.04,+2196,2015/10/18,00:46:50,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-14 13:33:03,00.10,100,-00.09,00.02,00.04,22.61,38.39,1011.99,-179.5,179.8,301,2026-01-14 13:33:03,627.2004,1926.00,1479.44,20.97,2048,success,2026-01-14 13:33:03,2590.0,2.01,3387.0,0.75,-0.19,0.903,0.058,23.0,42.0,0.0,1199.0,4.2,0.5,5.7,31.5,2448.0,4706.0,1013.0
